index,Port,IATA,ICAO,Latitude,Longitude,Name,Country
765,EGX,EGX,PAII,58.1855010986,-157.375,Egegik Airport,United States
766,EIN,EIN,EHEH,51.4500999451,5.374529838559999,Eindhoven Airport,Netherlands
767,EIS,EIS,TUPJ,18.444799423217773,-64.54299926757811,Terrance B. Lettsome International Airport,British Virgin Islands
768,EJA,EJA,SKEJ,7.02433,-73.8068,Yariguíes Airport,Colombia
769,EJH,EJH,OEWJ,26.19860076904297,36.47639846801758,Al Wajh Domestic Airport,Saudi Arabia
770,EKO,EKO,KEKO,40.82490158081055,-115.79199981689452,Elko Regional Airport,United States
772,ELC,ELC,YELD,-12.019399642899998,135.570999146,Elcho Island Airport,Australia
773,ELD,ELD,KELD,33.22100067138672,-92.81330108642578,South Arkansas Regional At Goodwin Field,United States
774,ELF,ELF,HSFS,13.61489963531494,25.32460021972656,El Fasher Airport,Sudan
775,ELG,ELG,DAUE,30.5713005065918,2.8595900535583496,El Golea Airport,Algeria
776,ELH,ELH,MYEH,25.474899291999996,-76.6835021973,North Eleuthera Airport,Bahamas
777,ELI,ELI,PFEL,64.61470032,-162.2720032,Elim Airport,United States
779,ELM,ELM,KELM,42.1599006652832,-76.8916015625,Elmira Corning Regional Airport,United States
780,ELP,ELP,KELP,31.80719948,-106.37799840000002,El Paso International Airport,United States
781,ELQ,ELQ,OEGS,26.30279922485352,43.77439880371094,Gassim Airport,Saudi Arabia
782,ELS,ELS,FAEL,-33.0355987549,27.825899124099998,Ben Schoeman Airport,South Africa
783,ELU,ELU,DAUO,33.5113983154,6.776790142059999,Guemar Airport,Algeria
784,ELV,ELV,PAEL,58.1952018738,-136.347000122,Elfin Cove Seaplane Base,United States
785,EMA,EMA,EGNX,52.8311004639,-1.32806003094,East Midlands Airport,United Kingdom
786,EMD,EMD,YEML,-23.5674991608,148.179000854,Emerald Airport,Australia
787,EMK,EMK,PAEM,62.78609848,-164.49099730000003,Emmonak Airport,United States
788,ENA,ENA,PAEN,60.57310104370117,-151.2449951171875,Kenai Municipal Airport,United States
789,ENE,ENE,WATE,-8.8492898941,121.66100311299999,Ende (H Hasan Aroeboesman) Airport,Indonesia
790,ENH,ENH,ZHES,30.3202991486,109.48500061,Enshi Airport,China
791,ENU,ENU,DNEN,6.4742698669433585,7.561960220336914,Akanu Ibiam International Airport,Nigeria
792,ENY,ENY,ZLYA,36.636902,109.554001,Yan'an Ershilipu Airport,China
793,EOH,EOH,SKMD,6.220549,-75.590582,Enrique Olaya Herrera Airport,Colombia
794,EOI,EOI,EGED,59.19060134887695,-2.7722198963165283,Eday Airport,United Kingdom
795,EPR,EPR,YESP,-33.684399,121.822998,Esperance Airport,Australia
796,EQS,EQS,SAVE,-42.908000946,-71.139503479,Brigadier Antonio Parodi Airport,Argentina
797,ERC,ERC,LTCD,39.7102012634,39.5270004272,Erzincan Airport,Turkey
798,ERF,ERF,EDDE,50.97980117797852,10.958100318908693,Erfurt Airport,Germany
799,ERI,ERI,KERI,42.0831270134,-80.1738667488,Erie International Tom Ridge Field,United States
800,ERL,ERL,ZBER,43.4225,112.096667,Erenhot Saiwusu International Airport,China
801,ERN,ERN,SWEI,-6.6395301818847665,-69.87979888916016,Eirunepé Airport,Brazil
802,ERS,ERS,FYWE,-22.612199783325195,17.080400466918945,Eros Airport,Namibia
803,ERZ,ERZ,LTCE,39.9565010071,41.17020034789999,Erzurum International Airport,Turkey
804,ESB,ESB,LTAC,40.128101348899996,32.995098114,Esenboğa International Airport,Turkey
805,ESC,ESC,KESC,45.7226982117,-87.0936965942,Delta County Airport,United States
806,ESD,ESD,KORS,48.708198547399995,-122.91000366200001,Orcas Island Airport,United States
807,ESM,ESM,SETN,0.9785190224647522,-79.62660217285156,General Rivadeneira Airport,Ecuador
808,ESU,ESU,GMMI,31.397499084499998,-9.6816701889,Mogador Airport,Morocco
809,ETH,ETH,LLET,29.56130027770996,34.960098266601555,Eilat Airport,Israel
810,ETR,ETR,SERO,-3.441986,-79.996957,Santa Rosa International Airport,Ecuador
811,ETZ,ETZ,LFJL,48.9821014404,6.25131988525,Metz-Nancy-Lorraine Airport,France
812,EUG,EUG,KEUG,44.12459945678711,-123.21199798583984,Mahlon Sweet Field,United States
813,EUN,EUN,GMML,27.151699,-13.2192,Hassan I Airport,Western Sahara
814,EUX,EUX,TNCE,17.49650001525879,-62.97940063476562,F. D. Roosevelt Airport,Netherlands Antilles
815,EVE,EVE,ENEV,68.491302490234,16.678100585938,"Harstad/Narvik Airport, Evenes",Norway
816,EVG,EVG,ESND,62.04779815673828,14.422900199890135,Sveg Airport,Sweden
817,EVN,EVN,UDYZ,40.1473007202,44.3959007263,Zvartnots International Airport,Armenia
818,EVV,EVV,KEVV,38.0369987488,-87.53240203860001,Evansville Regional Airport,United States
819,EWB,EWB,KEWB,41.67610168457031,-70.95690155029297,New Bedford Regional Airport,United States
820,EWN,EWN,KEWN,35.0730018616,-77.04290008539998,Coastal Carolina Regional Airport,United States
821,EWR,EWR,KEWR,40.69250106811523,-74.168701171875,Newark Liberty International Airport,United States
822,EXT,EXT,EGTE,50.73440170288086,-3.4138898849487305,Exeter International Airport,United Kingdom
823,EYK,EYK,USHY,63.6869010925,66.698600769,Beloyarskiy Airport,Russia
824,EYP,EYP,SKYP,5.31911,-72.384,El Yopal Airport,Colombia
825,EYW,EYW,KEYW,24.556100845336914,-81.75959777832031,Key West International Airport,United States
826,EZE,EZE,SAEZ,-34.8222,-58.5358,Ministro Pistarini International Airport,Argentina
827,EZS,EZS,LTCA,38.606899261500004,39.291400909400004,Elazığ Airport,Turkey
828,FAE,FAE,EKVG,62.0635986328125,-7.277219772338867,Vagar Airport,Faroe Islands
829,FAI,FAI,PAFA,64.81510162,-147.85600280000003,Fairbanks International Airport,United States
830,FAO,FAO,LPFR,37.014400482199996,-7.965909957889999,Faro Airport,Portugal
831,FAR,FAR,KFAR,46.92070007324219,-96.81580352783205,Hector International Airport,United States
832,FAT,FAT,KFAT,36.77619934082031,-119.71800231933594,Fresno Yosemite International Airport,United States
833,FAV,FAV,NTGF,-16.054100036621097,-145.65699768066406,Fakarava Airport,French Polynesia
834,FAY,FAY,KFAY,34.991199493408196,-78.88030242919922,Fayetteville Regional Grannis Field,United States
835,FBM,FBM,FZQA,-11.5913000107,27.5308990479,Lubumbashi International Airport,Congo (Kinshasa)
837,FCA,FCA,KGPI,48.31050109863281,-114.25599670410156,Glacier Park International Airport,United States
838,FCO,FCO,LIRF,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport,Italy
840,FDF,FDF,TFFF,14.590999603271484,-61.00320053100586,Martinique Aimé Césaire International Airport,Martinique
841,FDH,FDH,EDNY,47.671298980699994,9.511489868160002,Friedrichshafen Airport,Germany
842,FEG,FEG,UTKF,40.3587989807,71.7450027466,Fergana International Airport,Uzbekistan
843,FEN,FEN,SBFN,-3.8549299240112314,-32.423301696777344,Fernando de Noronha Airport,Brazil
844,FEZ,FEZ,GMFF,33.927299499499995,-4.977960109709999,Saïss Airport,Morocco
845,FIH,FIH,FZAA,-4.38574981689,15.4446001053,Ndjili International Airport,Congo (Kinshasa)
846,FJR,FJR,OMFJ,25.112199783325195,56.32400131225586,Fujairah International Airport,United Arab Emirates
847,FKB,FKB,EDSB,48.7793998718,8.08049964905,Karlsruhe Baden-Baden Airport,Germany
848,FKI,FKI,FZIC,0.48163899779299996,25.337999343899998,Bangoka International Airport,Congo (Kinshasa)
849,FKL,FKL,KFKL,41.3778991699,-79.8603973389,Venango Regional Airport,United States
850,FKQ,FKQ,WASF,-2.9201900959014893,132.26699829101562,Fakfak Airport,Indonesia
851,FKS,FKS,RJSF,37.22740173339844,140.43099975585938,Fukushima Airport,Japan
852,FLA,FLA,SKFL,1.5891899999999999,-75.5644,Gustavo Artunduaga Paredes Airport,Colombia
853,FLG,FLG,KFLG,35.13850021,-111.6709976,Flagstaff Pulliam Airport,United States
854,FLL,FLL,KFLL,26.072599411010746,-80.15270233154297,Fort Lauderdale Hollywood International Airport,United States
855,FLN,FLN,SBFL,-27.670278549194336,-48.5525016784668,Hercílio Luz International Airport,Brazil
856,FLO,FLO,KFLO,34.18539810180664,-79.7238998413086,Florence Regional Airport,United States
857,FLR,FLR,LIRQ,43.810001,11.2051,Peretola Airport,Italy
858,FLS,FLS,YFLI,-40.0917015076,147.992996216,Flinders Island Airport,Australia
859,FLW,FLW,LPFL,39.455299377441406,-31.13139915466309,Flores Airport,Portugal
860,FMA,FMA,SARF,-26.2127,-58.2281,Formosa Airport,Argentina
861,FMI,FMI,FZRF,-5.8755598068237305,29.25,Kalemie Airport,Congo (Kinshasa)
862,FMM,FMM,EDJA,47.9888000488,10.2395000458,Memmingen Allgau Airport,Germany
863,FMN,FMN,KFMN,36.7411994934,-108.230003357,Four Corners Regional Airport,United States
864,FMO,FMO,EDDG,52.134601593,7.68483018875,Münster Osnabrück Airport,Germany
865,FNA,FNA,GFLL,8.616439819335938,-13.195500373840332,Lungi International Airport,Sierra Leone
866,FNC,FNC,LPMA,32.697898864746,-16.774499893188,Madeira Airport,Portugal
867,FNI,FNI,LFTW,43.75740051269531,4.4163498878479,Nîmes-Arles-Camargue Airport,France
868,FNJ,FNJ,ZKPY,39.224098,125.66999799999999,Pyongyang Sunan International Airport,North Korea
869,FNT,FNT,KFNT,42.96540069580078,-83.74359893798828,Bishop International Airport,United States
870,FOC,FOC,ZSFZ,25.935100555419922,119.66300201416016,Fuzhou Changle International Airport,China
871,FOE,FOE,KFOE,38.9509010315,-95.6635971069,Topeka Regional Airport - Forbes Field,United States
872,FON,FON,MRAN,10.477999687194824,-84.6344985961914,Arenal Airport,Costa Rica
873,FOR,FOR,SBFZ,-3.776279926300049,-38.53260040283203,Pinto Martins International Airport,Brazil
874,FPO,FPO,MYGF,26.5587005615,-78.695602417,Grand Bahama International Airport,Bahamas
875,FRA,FRA,EDDF,50.033333299999995,8.5705556,Frankfurt am Main International Airport,Germany
876,FRD,FRD,KFHR,48.5219993591,-123.024002075,Friday Harbor Airport,United States
877,FRE,FRE,AGGF,-8.1075,159.576996,Fera/Maringe Airport,Solomon Islands
878,FRO,FRO,ENFL,61.583599090576,5.0247201919556,Florø Airport,Norway
879,FRS,FRS,MGTK,16.913799285899998,-89.86640167239997,Mundo Maya International Airport,Guatemala
880,FRU,FRU,UAFM,43.0612983704,74.4776000977,Manas International Airport,Kyrgyzstan
881,FRW,FRW,FBFT,-21.15959930419922,27.47450065612793,Francistown Airport,Botswana
882,FSC,FSC,LFKF,41.5005989074707,9.097780227661133,Figari Sud-Corse Airport,France
883,FSD,FSD,KFSD,43.5820007324,-96.741897583,Joe Foss Field Airport,United States
884,FSM,FSM,KFSM,35.33660125732422,-94.36740112304688,Fort Smith Regional Airport,United States
885,FSP,FSP,LFVP,46.762901306152344,-56.17309951782226,St Pierre Airport,Saint Pierre and Miquelon
887,FTA,FTA,NVVF,-19.516399383499998,170.23199462899998,Futuna Airport,Vanuatu
888,FTE,FTE,SAWC,-50.2803,-72.053101,El Calafate Airport,Argentina
889,FTU,FTU,FMSD,-25.03809928894043,46.95610046386719,Tôlanaro Airport,Madagascar
890,FUE,FUE,GCFV,28.452699661254886,-13.863800048828125,Fuerteventura Airport,Spain
891,FUG,FUG,ZSFY,32.882157,115.73436399999999,Fuyang Xiguan Airport,China
892,FUJ,FUJ,RJFE,32.66630172729492,128.83299255371094,Fukue Airport,Japan
893,FUK,FUK,RJFF,33.585899353027344,130.45100402832028,Fukuoka Airport,Japan
894,FUN,FUN,NGFU,-8.525,179.195999,Funafuti International Airport,Tuvalu
896,FUT,FUT,NLWF,-14.3114004135,-178.065994263,Pointe Vele Airport,Wallis and Futuna
898,FWA,FWA,KFWA,40.97850037,-85.19509888,Fort Wayne International Airport,United States
899,FYU,FYU,PFYU,66.57150268554689,-145.25,Fort Yukon Airport,United States
900,GAE,GAE,DTTG,33.87689971923828,10.103300094604492,Gabès Matmata International Airport,Tunisia
901,GAF,GAF,DTTF,34.42200088500977,8.822500228881836,Gafsa Ksar International Airport,Tunisia
902,GAJ,GAJ,RJSC,38.4118995667,140.371002197,Yamagata Airport,Japan
903,GAL,GAL,PAGA,64.73619843,-156.93699650000002,Edward G. Pitka Sr Airport,United States
904,GAM,GAM,PAGM,63.76679992675781,-171.73300170898438,Gambell Airport,United States
905,GAN,GAN,VRMG,-0.6933419704437256,73.15560150146484,Gan International Airport,Maldives
906,GAO,GAO,MUGT,20.08530044555664,-75.1583023071289,Mariana Grajales Airport,Cuba
907,GAU,GAU,VEGT,26.10610008239746,91.58589935302734,Lokpriya Gopinath Bordoloi International Airport,India
908,GBB,GBB,UBBQ,40.826667,47.7125,Gabala International Airport,Azerbaijan
909,GBE,GBE,FBSK,-24.55520057678223,25.91819953918457,Sir Seretse Khama International Airport,Botswana
910,GBT,GBT,OING,36.909400939899996,54.4012985229,Gorgan Airport,Iran
911,GCC,GCC,KGCC,44.3488998413,-105.539001465,Gillette Campbell County Airport,United States
913,GCI,GCI,EGJB,49.43500137329102,-2.601969957351685,Guernsey Airport,Guernsey
914,GCK,GCK,KGCK,37.9275016785,-100.72399902299999,Garden City Regional Airport,United States
915,GCM,GCM,MWCR,19.292800903299998,-81.3576965332,Owen Roberts International Airport,Cayman Islands
916,GCN,GCN,KGCN,35.95240020751953,-112.14700317382812,Grand Canyon National Park Airport,United States
918,GDE,GDE,HAGO,5.935130119319999,43.578601837200004,Gode Airport,Ethiopia
919,GDL,GDL,MMGL,20.521799087524414,-103.31099700927734,Don Miguel Hidalgo Y Costilla International Airport,Mexico
920,GDN,GDN,EPGD,54.377601623535156,18.46619987487793,Gdańsk Lech Wałęsa Airport,Poland
921,GDQ,GDQ,HAGN,12.51990032196045,37.433998107910156,Gonder Airport,Ethiopia
922,GDT,GDT,MBGT,21.444499969482425,-71.14230346679688,JAGS McCartney International Airport,Turks and Caicos Islands
923,GDV,GDV,KGDV,47.13869858,-104.8069992,Dawson Community Airport,United States
924,GDX,GDX,UHMM,59.9109992980957,150.72000122070312,Sokol Airport,Russia
925,GDZ,GDZ,URKG,44.582092629499996,38.0124807358,Gelendzhik Airport,Russia
926,GEA,GEA,NWWM,-22.25830078125,166.47300720214844,Nouméa Magenta Airport,New Caledonia
927,GEG,GEG,KGEG,47.61989974975586,-117.53399658203124,Spokane International Airport,United States
928,GEO,GEO,SYCJ,6.498549938201903,-58.25410079956055,Cheddi Jagan International Airport,Guyana
929,GES,GES,RPMR,6.058000087740001,125.096000671,General Santos International Airport,Philippines
930,GET,GET,YGEL,-28.796101,114.707001,Geraldton Airport,Australia
931,GEV,GEV,ESNG,67.13240051269531,20.814599990844727,Gällivare Airport,Sweden
932,GFF,GFF,YGTH,-34.250801086399996,146.067001343,Griffith Airport,Australia
933,GFK,GFK,KGFK,47.949298999999996,-97.176102,Grand Forks International Airport,United States
934,GFN,GFN,YGFN,-29.7593994140625,153.02999877929688,Grafton Airport,Australia
935,GGG,GGG,KGGG,32.38399887084961,-94.71150207519531,East Texas Regional Airport,United States
936,GGT,GGT,MYEF,23.5625991821,-75.8779983521,Exuma International Airport,Bahamas
937,GGW,GGW,KGGW,48.2125015258789,-106.61499786376952,Wokal Field Glasgow International Airport,United States
938,GHA,GHA,DAUG,32.38410186767578,3.7941100597381587,Noumérat - Moufdi Zakaria Airport,Algeria
939,GHB,GHB,MYEM,25.2847003937,-76.3310012817,Governor's Harbour Airport,Bahamas
941,GHT,GHT,HLGT,25.1455993652,10.142600059500001,Ghat Airport,Libya
942,GIB,GIB,LXGB,36.1511993408,-5.3496599197400005,Gibraltar Airport,Gibraltar
943,GIG,GIG,SBGL,-22.809999465900002,-43.2505569458,Rio Galeão – Tom Jobim International Airport,Brazil
944,GIL,GIL,OPGT,35.918800354003906,74.33360290527344,Gilgit Airport,Pakistan
945,GIS,GIS,NZGS,-38.66329956054688,177.97799682617188,Gisborne Airport,New Zealand
946,GIU,GIU,VCCS,7.956669807430002,80.7285003662,Sigiriya Air Force Base,Sri Lanka
947,GIZ,GIZ,OEGN,16.901100158691403,42.58580017089844,Jizan Regional Airport,Saudi Arabia
948,GJA,GJA,MHNJ,16.4454,-85.906601,La Laguna Airport,Honduras
949,GJT,GJT,KGJT,39.1223983765,-108.527000427,Grand Junction Regional Airport,United States
950,GKA,GKA,AYGA,-6.0816898345900015,145.391998291,Goroka Airport,Papua New Guinea
951,GKK,GKK,VRMO,0.7324,73.4336,Kooddoo Airport,Maldives
952,GLA,GLA,EGPF,55.8718986511,-4.43306016922,Glasgow International Airport,United Kingdom
953,GLF,GLF,MRGF,8.654009819030763,-83.18219757080078,Golfito Airport,Costa Rica
954,GLH,GLH,KGLH,33.482898712158196,-90.98560333251952,Mid Delta Regional Airport,United States
955,GLK,GLK,HCMR,6.78082990646,47.45470047,Galcaio Airport,Somalia
957,GLO,GLO,EGBJ,51.89419937133789,-2.1672201156616206,Gloucestershire Airport,United Kingdom
958,GLT,GLT,YGLA,-23.869699,151.223007,Gladstone Airport,Australia
959,GLV,GLV,PAGL,64.5504989624,-163.007003784,Golovin Airport,United States
960,GMA,GMA,FZFK,3.23536992073,19.7712993622,Gemena Airport,Congo (Kinshasa)
961,GMB,GMB,HAGM,8.12876033782959,34.563098907470696,Gambella Airport,Ethiopia
963,GMP,GMP,RKSS,37.5583000183,126.791000366,Gimpo International Airport,South Korea
964,GMR,GMR,NTGJ,-23.07990074157715,-134.88999938964844,Totegegie Airport,French Polynesia
965,GMZ,GMZ,GCGM,28.029600143432614,-17.214599609375,La Gomera Airport,Spain
966,GND,GND,TGPY,12.004199981689453,-61.78620147705078,Point Salines International Airport,Grenada
967,GNV,GNV,KGNV,29.6900997162,-82.27179718020001,Gainesville Regional Airport,United States
968,GNY,GNY,LTCS,37.44566345214844,38.895591735839844,Şanlıurfa GAP Airport,Turkey
969,GOA,GOA,LIMJ,44.4133,8.8375,Genoa Cristoforo Colombo Airport,Italy
970,GOH,GOH,BGGH,64.19090271,-51.678100585900005,Godthaab / Nuuk Airport,Greenland
971,GOI,GOI,VAGO,15.3808002472,73.83139801029999,Dabolim Airport,India
972,GOJ,GOJ,UWGG,56.23009872436499,43.784000396729,Nizhny Novgorod Strigino International Airport,Russia
973,GOM,GOM,FZNA,-1.670809984207153,29.23850059509277,Goma International Airport,Congo (Kinshasa)
974,GOP,GOP,VEGK,26.739700317399997,83.44969940189999,Gorakhpur Airport,India
975,GOQ,GOQ,ZLGM,36.4006,94.786102,Golmud Airport,China
976,GOT,GOT,ESGG,57.662799835205,12.279800415039,Gothenburg-Landvetter Airport,Sweden
977,GOU,GOU,FKKR,9.33588981628418,13.370100021362305,Garoua International Airport,Cameroon
978,GOV,GOV,YPGV,-12.269399642899998,136.817993164,Gove Airport,Australia
979,GPA,GPA,LGRX,38.1511,21.4256,Araxos Airport,Greece
980,GPI,GPI,SKGP,2.57013,-77.8986,Juan Casiano Airport,Colombia
981,GPS,GPS,SEGS,-0.4537580013275146,-90.26589965820312,Seymour Airport,Ecuador
982,GPT,GPT,KGPT,30.40730094909668,-89.07009887695312,Gulfport Biloxi International Airport,United States
983,GRB,GRB,KGRB,44.48509979248047,-88.12960052490234,Austin Straubel International Airport,United States
984,GRI,GRI,KGRI,40.96749877929688,-98.30960083007812,Central Nebraska Regional Airport,United States
985,GRJ,GRJ,FAGG,-34.0055999756,22.378900528000003,George Airport,South Africa
986,GRK,GRK,KGRK,31.067199706999997,-97.8289031982,Robert Gray  Army Air Field Airport,United States
987,GRO,GRO,LEGE,41.901000976999995,2.7605500221,Girona Airport,Spain
988,GRP,GRP,SWGI,-11.73960018157959,-49.13219833374024,Gurupi Airport,Brazil
989,GRQ,GRQ,EHGG,53.1197013855,6.579440116880001,Eelde Airport,Netherlands
990,GRR,GRR,KGRR,42.88079834,-85.52279663,Gerald R. Ford International Airport,United States
991,GRU,GRU,SBGR,-23.435556411743164,-46.47305679321289,Guarulhos - Governador André Franco Montoro International Airport,Brazil
992,GRW,GRW,LPGR,39.092201232910156,-28.029800415039066,Graciosa Airport,Portugal
993,GRX,GRX,LEGR,37.18870162963867,-3.777359962463379,Federico Garcia Lorca Airport,Spain
994,GRZ,GRZ,LOWG,46.9911003112793,15.439599990844727,Graz Airport,Austria
995,GSE,GSE,ESGP,57.77470016479492,11.870400428771973,Gothenburg City Airport,Sweden
997,GSO,GSO,KGSO,36.097801208496094,-79.93730163574219,Piedmont Triad International Airport,United States
998,GSP,GSP,KGSP,34.895698547399995,-82.2189025879,Greenville Spartanburg International Airport,United States
999,GST,GST,PAGS,58.42530060000001,-135.7070007,Gustavus Airport,United States
1000,GTE,GTE,YGTE,-13.975000381500001,136.460006714,Groote Eylandt Airport,Australia
1001,GTF,GTF,KGTF,47.48199844,-111.3710022,Great Falls International Airport,United States
1002,GTO,GTO,WAMG,0.6371189951899999,122.849998474,Jalaluddin Airport,Indonesia
1003,GTR,GTR,KGTR,33.450298309299995,-88.59140014649999,Golden Triangle Regional Airport,United States
1004,GUA,GUA,MGGT,14.58329963684082,-90.52749633789062,La Aurora Airport,Guatemala
1005,GUC,GUC,KGUC,38.53390121,-106.9329987,Gunnison Crested Butte Regional Airport,United States
1006,GUM,GUM,PGUM,13.4834003448,144.796005249,Antonio B. Won Pat International Airport,Guam
1007,GUR,GUR,AYGN,-10.311499595599999,150.333999634,Gurney Airport,Papua New Guinea
1008,GUW,GUW,UATG,47.12189865112305,51.8213996887207,Atyrau Airport,Kazakhstan
1009,GVA,GVA,LSGG,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport,Switzerland
1010,GVR,GVR,SBGV,-18.89520072937,-41.982200622559,Coronel Altino Machado de Oliveira Airport,Brazil
1011,GWD,GWD,OPGD,25.23329925537109,62.32949829101562,Gwadar International Airport,Pakistan
1012,GWL,GWL,VIGR,26.29330062866211,78.22779846191406,Gwalior Airport,India
1013,GWT,GWT,EDXW,54.9132003784,8.34047031403,Westerland Sylt Airport,Germany
1014,GXF,GXF,OYSY,15.9660997391,48.78829956049999,Sayun International Airport,Yemen
1015,GXH,GXH,ZLXH,34.8105,102.6447,Gannan Xiahe Airport,China
1016,GYA,GYA,SLGY,-10.820599556,-65.34559631350001,Capitán de Av. Emilio Beltrán Airport,Bolivia
1017,GYD,GYD,UBBB,40.46749877929688,50.04669952392578,Heydar Aliyev International Airport,Azerbaijan
1018,GYE,GYE,SEGU,-2.15741991997,-79.88359832760001,José Joaquín de Olmedo International Airport,Ecuador
1019,GYN,GYN,SBGO,-16.631999969482422,-49.22069931030274,Santa Genoveva Airport,Brazil
1020,GYS,GYS,ZUGU,32.391101837158196,105.7020034790039,Guangyuan Airport,China
1021,GZO,GZO,AGGN,-8.09778022766,156.863998413,Nusatupe Airport,Solomon Islands
1022,GZP,GZP,LTGP,36.2992172241,32.3005981445,Gazipaşa Airport,Turkey
1023,GZT,GZT,LTAJ,36.9472007751,37.4786987305,Gaziantep International Airport,Turkey
1024,HAA,HAA,ENHK,70.486701965332,22.139699935913,Hasvik Airport,Norway
1025,HAC,HAC,RJTH,33.1150016785,139.785995483,Hachijojima Airport,Japan
1026,HAD,HAD,ESMT,56.69110107421875,12.820199966430664,Halmstad Airport,Sweden
1027,HAH,HAH,FMCH,-11.5337,43.2719,Prince Said Ibrahim International Airport,Comoros
1028,HAJ,HAJ,EDDV,52.461101532,9.68507957458,Hannover Airport,Germany
1029,HAK,HAK,ZJHK,19.93490028381348,110.45899963378906,Haikou Meilan International Airport,China
1030,HAM,HAM,EDDH,53.630401611328004,9.988229751586902,Hamburg Airport,Germany
1031,HAN,HAN,VVNB,21.221200942993164,105.80699920654295,Noi Bai International Airport,Vietnam
1032,HAQ,HAQ,VRMH,6.744229793548584,73.17050170898438,Hanimaadhoo Airport,Maldives
1033,HAS,HAS,OEHL,27.437901,41.686298,Ha'il Airport,Saudi Arabia
1034,HAU,HAU,ENHD,59.34529876709001,5.208360195159901,Haugesund Airport,Norway
1035,HAV,HAV,MUHA,22.989200592041016,-82.40910339355469,José Martí International Airport,Cuba
1036,HBA,HBA,YMHB,-42.836101532,147.50999450700002,Hobart International Airport,Australia
1037,HBE,HBE,HEBA,30.91769981384277,29.696399688720703,Borg El Arab International Airport,Egypt
1038,HBX,HBX,VAHB,15.361700058,75.08489990230001,Hubli Airport,India
1039,HCR,HCR,PAHC,62.18830108642578,-159.77499389648438,Holy Cross Airport,United States
1040,HDF,HDF,EDAH,53.8787002563,14.152299881,Heringsdorf Airport,Germany
1041,HDG,HDG,ZBHD,36.5258333333,114.425555556,Handan Airport,China
1042,HDM,HDM,OIHH,34.86920166015625,48.5525016784668,Hamadan Airport,Iran
1043,HDN,HDN,KHDN,40.48120117,-107.21800230000001,Yampa Valley Airport,United States
1044,HDS,HDS,FAHS,-24.3686008453,31.048700332600003,Hoedspruit Air Force Base Airport,South Africa
1045,HDY,HDY,VTSS,6.933209896089999,100.392997742,Hat Yai International Airport,Thailand
1046,HEA,HEA,OAHR,34.209999084472656,62.22829818725586,Herat Airport,Afghanistan
1047,HEH,HEH,VYHH,20.746999740600586,96.79199981689452,Heho Airport,Burma
1048,HEK,HEK,ZYHE,50.1716209371,127.308883667,Heihe Airport,China
1049,HEL,HEL,EFHK,60.317199707031,24.963300704956,Helsinki Vantaa Airport,Finland
1050,HER,HER,LGIR,35.3396987915,25.1802997589,Heraklion International Nikos Kazantzakis Airport,Greece
1051,HET,HET,ZBHH,40.851398468,111.823997498,Baita International Airport,China
1052,HFA,HFA,LLHA,32.809398651123054,35.04309844970703,Haifa International Airport,Israel
1053,HFE,HFE,ZSOF,31.78000068664551,117.2979965209961,Hefei Luogang International Airport,China
1054,HFS,HFS,ESOH,60.02009963989258,13.578900337219238,Hagfors Airport,Sweden
1055,HFT,HFT,ENHF,70.67970275878899,23.668600082397,Hammerfest Airport,Norway
1056,HGA,HGA,HCMH,9.518170356750488,44.08879852294922,Egal International Airport,Somalia
1057,HGH,HGH,ZSHC,30.22949981689453,120.43399810791016,Hangzhou Xiaoshan International Airport,China
1058,HGN,HGN,VTCH,19.301300048828125,97.97579956054688,Mae Hong Son Airport,Thailand
1059,HGR,HGR,KHGR,39.707901,-77.72949982,Hagerstown Regional Richard A Henson Field,United States
1060,HGU,HGU,AYMH,-5.826789855957031,144.29600524902344,Mount Hagen Kagamuga Airport,Papua New Guinea
1061,HHH,HHH,KHXD,32.2243995667,-80.6975021362,Hilton Head Airport,United States
1062,HHN,HHN,EDFH,49.948699951200005,7.263889789579999,Frankfurt-Hahn Airport,Germany
1064,HIB,HIB,KHIB,47.38660049,-92.83899689,Range Regional Airport,United States
1065,HID,HID,YHID,-10.586400032,142.289993286,Horn Island Airport,Australia
1066,HIJ,HIJ,RJOA,34.4361000061,132.91900634799998,Hiroshima Airport,Japan
1067,HIN,HIN,RKPS,35.0885009765625,128.07000732421878,Sacheon Air Base,South Korea
1068,HIR,HIR,AGGH,-9.4280004501343,160.05499267578,Honiara International Airport,Solomon Islands
1069,HJJ,HJJ,ZGCJ,27.4411111111,109.7,Zhijiang Airport,China
1070,HJR,HJR,VAKJ,24.817199706999997,79.91860198970001,Khajuraho Airport,India
1071,HKB,HKB,PAHV,63.8661994934082,-148.968994140625,Healy River Airport,United States
1072,HKD,HKD,RJCH,41.7700004578,140.822006226,Hakodate Airport,Japan
1073,HKG,HKG,VHHH,22.3089008331,113.915000916,Chek Lap Kok International Airport,Hong Kong
1074,HKK,HKK,NZHK,-42.713600158691406,170.98500061035156,Hokitika Airfield,New Zealand
1075,HKN,HKN,AYHK,-5.462170124053955,150.40499877929688,Kimbe Airport,Papua New Guinea
1076,HKT,HKT,VTSP,8.11320018768,98.3169021606,Phuket International Airport,Thailand
